股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,11.73,11.59,11.55,11.75,11.52,1167289.0,1363010000.0,2276.31,2276.29,5.24,0.49,0.6,67454300,49274600.0,2026-08-26,16:14:27
000002,万  科Ａ,3.13,3.09,3.08,3.15,3.07,976890.0,305330000.0,373.43,304.14,-0.42,0.34,1.01,60701900,36987200.0,2026-08-26,16:14:27
000004,国华退,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.68,0.64,2.48,0.78,0.0,0,0.0,2026-08-26,09:00:00
000006,深振业Ａ,7.11,7.15,7.05,7.2,7.04,152724.0,108600000.0,95.98,95.98,-143.23,1.82,1.13,6872600,8399800.0,2026-08-26,16:14:27
000007,全新好,12.6,12.82,12.8,13.0,12.52,107378.0,136330000.0,43.65,43.65,-1030.72,24.46,3.1,4825500,5912300.0,2026-08-26,16:14:30
000008,神州高铁,2.5,2.51,2.52,2.52,2.48,320191.0,79950000.0,67.91,67.91,-8.25,3.15,1.18,12193500,19825600.0,2026-08-26,16:14:30
000009,中国宝安,7.23,7.26,7.25,7.38,7.22,224508.0,163470000.0,186.48,186.25,359.12,1.86,0.87,11497900,10952900.0,2026-08-26,16:14:27
000010,*ST美丽,1.64,1.53,1.54,1.68,1.53,544643.0,88690000.0,18.85,15.05,-1110.45,6.41,5.94,24300600,30163700.0,2026-08-26,16:14:30
000011,深物业A,8.13,8.1,8.09,8.2,8.01,60290.0,48850000.0,48.45,42.8,2947.0,1.44,1.15,2890000,3139000.0,2026-08-26,16:14:33
000012,南  玻Ａ,3.78,3.75,3.75,3.8,3.74,135319.0,51080000.0,115.01,74.06,1030.94,0.89,0.69,7267100,6264800.0,2026-08-26,16:14:36
000014,沙河股份,10.74,10.42,10.4,11.12,10.37,119707.0,128400000.0,26.0,26.0,-17.06,1.88,4.95,6381800,5588900.0,2026-08-26,16:14:33
000016,*ST康佳A,2.33,2.33,0.0,0.0,0.0,0.0,0.0,56.11,37.2,-0.44,-0.5,0.0,0,0.0,2026-08-26,16:14:27
000017,深中华A,9.46,8.6,8.84,9.46,8.49,1062757.0,961830000.0,65.2,41.7,196.72,16.54,24.11,51767600,54508100.0,2026-08-26,16:14:30
000019,深粮控股,6.85,6.65,6.59,6.95,6.59,313039.0,212680000.0,78.95,28.51,44.09,1.59,7.52,17168000,14135900.0,2026-08-26,16:14:36
000020,深华发Ａ,12.71,12.69,12.63,12.92,12.46,172511.0,219340000.0,35.99,23.03,121.97,8.04,9.52,8474300,8776800.0,2026-08-26,16:14:39
000021,深科技,36.23,36.82,37.15,37.29,35.9,562031.0,2045580000.0,574.17,574.1,46.78,4.31,3.55,23282600,32920500.0,2026-08-26,16:14:33
000025,特  力Ａ,15.96,16.0,15.81,16.46,15.6,163912.0,263840000.0,68.8,62.69,47.93,3.69,4.17,7590000,8801300.0,2026-08-26,16:14:39
000026,飞亚达,20.17,20.25,20.4,20.66,19.97,83601.0,169710000.0,81.84,73.51,77.67,2.42,2.29,4356700,4003400.0,2026-08-26,16:14:33
000027,深圳能源,6.41,6.17,6.21,6.49,6.2,649182.0,413070000.0,304.95,304.95,13.25,0.91,1.36,39106300,25811900.0,2026-08-26,16:14:42
000028,国药一致,20.06,19.87,19.86,20.1,19.82,24337.0,48710000.0,122.81,105.49,11.41,0.65,0.46,1504600,929200.0,2026-08-26,16:14:42
000029,深深房Ａ,22.81,22.52,22.5,23.07,22.31,43337.0,98810000.0,230.76,203.39,-1983.88,6.46,0.49,2165300,2168400.0,2026-08-26,16:14:45
000030,富奥股份,4.27,4.31,4.31,4.35,4.26,83588.0,36000000.0,73.44,71.35,11.06,0.89,0.5,2945600,5413200.0,2026-08-26,16:14:48
000031,大悦城,2.22,2.19,2.19,2.25,2.19,264773.0,58870000.0,95.16,95.16,-4.11,0.93,0.62,13258800,13218500.0,2026-08-26,16:14:45
000032,深桑达Ａ,14.41,14.33,14.38,14.53,14.13,240291.0,345120000.0,175.11,175.11,-99.82,2.38,1.98,12193200,11835900.0,2026-08-26,16:14:30
000034,神州数码,23.28,23.24,23.16,23.45,23.11,115731.0,269520000.0,236.7,197.68,43.7,2.12,1.36,5741600,5831500.0,2026-08-26,16:14:51
000035,中国天楹,4.64,4.6,4.6,4.66,4.57,231672.0,106990000.0,110.8,107.32,38.28,1.04,1.0,12394400,10772800.0,2026-08-26,16:14:54
000036,华联控股,4.07,4.06,4.05,4.14,4.04,206050.0,84320000.0,57.14,57.1,63.17,1.11,1.47,9828800,10776200.0,2026-08-26,16:14:33
000037,深南电A,9.67,9.39,9.36,10.03,9.29,229107.0,220150000.0,58.29,32.77,28.77,3.47,6.76,12530400,10380300.0,2026-08-26,16:14:36
000039,中集集团,9.15,9.1,9.15,9.23,9.03,250255.0,229150000.0,493.42,210.58,-432.75,1.07,1.09,11224600,13800900.0,2026-08-26,16:14:36
000040,*ST旭蓝,0.49,0.49,0.0,0.0,0.0,0.0,0.0,7.29,5.17,-2.06,0.07,0.0,0,0.0,2026-08-26,09:00:00
000042,中洲控股,8.62,8.44,8.38,8.89,8.38,91745.0,79150000.0,57.31,57.25,-55.53,1.73,1.38,5151700,4022800.0,2026-08-26,16:14:36
000045,深纺织Ａ,10.69,10.77,10.78,11.08,10.65,109009.0,117830000.0,54.15,48.86,64.49,1.8,2.39,5056800,5844000.0,2026-08-26,16:14:39
000048,京基智农,22.3,21.5,21.5,22.36,21.2,116106.0,253100000.0,118.24,118.03,-21.02,3.4,2.19,6032000,5578500.0,2026-08-26,16:14:42
000049,德赛电池,23.58,23.38,23.32,23.68,23.31,54312.0,127880000.0,90.7,90.67,22.67,1.33,1.41,2935000,2496200.0,2026-08-26,16:14:39
000050,深天马Ａ,6.6,6.54,6.53,6.68,6.52,194123.0,128410000.0,160.76,160.76,-20.98,0.61,0.8,11664900,7747500.0,2026-08-26,16:14:48
000055,方大集团,3.61,3.59,3.6,3.63,3.57,75910.0,27350000.0,38.77,24.4,-8.11,0.7,1.12,3968600,3622400.0,2026-08-26,16:14:42
000056,*ST皇庭,2.05,2.07,2.05,2.07,2.01,164069.0,33440000.0,24.24,18.53,-0.86,-0.92,1.82,6738800,9668100.0,2026-08-26,16:14:39
000058,深 赛 格,6.91,6.95,6.93,7.04,6.9,61413.0,42760000.0,85.08,68.05,121.69,4.24,0.62,2870000,3271300.0,2026-08-26,16:14:45
