股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,11.62,11.63,11.54,11.66,11.52,1060851.0,1229340000.0,2254.97,2254.93,5.24,0.49,0.55,56336200,49748900.0,2026-08-03,16:14:45
000002,万  科Ａ,3.36,3.34,3.32,3.36,3.29,1321451.0,440310000.0,400.87,326.49,-0.45,0.36,1.36,67180900,64964200.0,2026-08-03,16:14:45
000004,国华退,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.68,0.64,5.73,0.78,0.0,0,0.0,2026-08-03,09:00:00
000006,深振业Ａ,6.62,6.52,6.48,6.64,6.48,165069.0,108290000.0,89.37,89.37,-1016.25,1.66,1.22,8814700,7692200.0,2026-08-03,16:14:45
000007,全新好,9.17,9.22,9.15,9.29,9.0,61724.0,56140000.0,31.77,31.77,-1575.98,17.74,1.78,2914000,3258400.0,2026-08-03,16:14:48
000008,神州高铁,2.44,2.37,2.38,2.45,2.38,451814.0,109610000.0,66.28,66.28,-8.05,3.07,1.66,30060500,15120900.0,2026-08-03,16:14:45
000009,中国宝安,7.88,7.87,7.98,8.15,7.73,1157228.0,912480000.0,203.24,202.99,391.41,2.03,4.49,57333500,58389300.0,2026-08-03,16:14:48
000010,*ST美丽,1.66,1.58,1.6,1.66,1.58,203212.0,32930000.0,19.08,14.49,-1123.99,6.48,2.33,12787300,7533900.0,2026-08-03,16:14:51
000011,深物业A,7.94,7.94,8.02,8.14,7.87,118610.0,94650000.0,47.32,41.8,2878.13,1.41,2.25,5459800,6401200.0,2026-08-03,16:14:54
000012,南  玻Ａ,3.97,3.93,3.9,3.97,3.9,211401.0,83510000.0,120.79,77.78,1082.76,0.93,1.08,11193900,9946200.0,2026-08-03,16:14:45
000014,沙河股份,10.19,10.02,10.05,10.3,9.93,73095.0,73840000.0,24.66,24.66,-16.19,1.79,3.02,3620500,3689000.0,2026-08-03,16:14:57
000016,*ST康佳A,2.57,2.55,2.53,2.58,2.51,127550.0,32490000.0,61.88,41.03,-0.48,-0.55,0.8,7128500,5626500.0,2026-08-03,16:14:51
000017,深中华A,6.04,6.06,6.07,6.07,5.93,72330.0,43500000.0,41.63,26.63,100.69,10.66,1.64,3668600,3564400.0,2026-08-03,16:15:00
000019,深粮控股,6.18,6.12,6.11,6.21,6.1,70227.0,43360000.0,71.23,25.72,32.85,1.45,1.69,3882400,3140300.0,2026-08-03,16:14:48
000020,深华发Ａ,10.82,10.5,10.48,10.86,10.41,42296.0,45200000.0,30.64,19.6,88.24,6.9,2.33,2276200,1953400.0,2026-08-03,16:14:03
000021,深科技,34.51,37.23,36.06,36.7,34.4,1269792.0,4469800000.0,543.32,543.24,45.32,4.17,8.07,54035600,72943500.0,2026-08-03,16:14:48
000025,特  力Ａ,15.67,15.23,15.12,15.98,15.0,154131.0,238240000.0,67.55,61.55,47.6,3.73,3.92,7724100,7689100.0,2026-08-03,16:14:54
000026,飞亚达,15.71,16.37,16.31,16.55,15.45,119909.0,190570000.0,63.75,57.27,59.53,1.9,3.29,4852200,7138800.0,2026-08-03,16:14:06
000027,深圳能源,6.59,6.49,6.46,6.61,6.46,256842.0,168740000.0,313.51,313.51,15.67,0.96,0.54,15999300,9684800.0,2026-08-03,16:14:51
000028,国药一致,21.1,21.02,21.03,21.31,20.92,24186.0,51190000.0,129.18,110.96,11.79,0.7,0.46,1509800,908800.0,2026-08-03,16:14:57
000029,深深房Ａ,20.46,20.24,20.2,20.73,19.8,42491.0,86330000.0,206.99,182.43,876.76,5.78,0.48,2361900,1887200.0,2026-08-03,16:15:00
000030,富奥股份,4.37,4.29,4.26,4.38,4.26,82674.0,36020000.0,75.16,73.02,11.32,0.91,0.49,4744200,3523200.0,2026-08-03,16:14:54
000031,大悦城,2.28,2.21,2.22,2.29,2.2,362444.0,81780000.0,97.73,97.73,-4.22,0.96,0.85,23090300,13154200.0,2026-08-03,16:14:51
000032,深桑达Ａ,13.12,13.54,13.6,13.85,13.06,611179.0,809170000.0,159.43,159.43,-90.89,2.17,5.03,24242100,36875800.0,2026-08-03,16:14:48
000034,神州数码,23.88,24.1,24.12,24.78,23.68,366878.0,883080000.0,242.8,202.78,44.82,2.17,4.32,15407200,21280600.0,2026-08-03,16:14:09
000035,中国天楹,5.15,5.03,5.0,5.15,5.0,326031.0,166690000.0,122.98,119.12,42.49,1.14,1.41,17971500,14631600.0,2026-08-03,16:14:57
000036,华联控股,4.05,3.91,3.91,4.06,3.9,321083.0,128320000.0,56.85,56.82,62.86,1.11,2.29,19223300,12885000.0,2026-08-03,16:14:54
000037,深南电A,10.08,9.16,9.4,10.08,9.23,374837.0,366880000.0,60.76,34.16,32.78,3.64,11.06,20860700,16623000.0,2026-08-03,16:14:12
000039,中集集团,8.75,8.67,8.69,8.82,8.6,253262.0,221070000.0,471.85,201.37,-413.83,1.01,1.1,14309800,11016400.0,2026-08-03,16:14:03
000040,*ST旭蓝,0.49,0.49,0.0,0.0,0.0,0.0,0.0,7.29,5.17,-2.06,0.07,0.0,0,0.0,2026-08-03,09:00:00
000042,中洲控股,8.12,8.12,8.11,8.18,8.04,26824.0,21760000.0,53.98,53.93,-4.87,2.38,0.4,1070500,1611900.0,2026-08-03,16:14:51
000045,深纺织Ａ,9.77,9.62,9.58,9.79,9.55,80953.0,78380000.0,49.49,44.65,70.94,1.66,1.77,4626300,3469000.0,2026-08-03,16:14:06
000048,京基智农,18.02,18.81,19.1,19.69,18.0,272714.0,508080000.0,95.54,95.38,-50.2,2.54,5.15,12071800,15199600.0,2026-08-03,16:14:15
000049,德赛电池,24.79,24.4,24.38,24.81,24.21,69314.0,170820000.0,95.35,95.33,29.47,1.42,1.8,4382100,2549300.0,2026-08-03,16:14:09
000050,深天马Ａ,6.53,6.47,6.43,6.55,6.4,238185.0,154850000.0,159.06,159.05,-233.12,0.59,0.98,12875200,10943300.0,2026-08-03,16:15:00
