股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,10.68,10.7,10.7,10.73,10.65,954133.0,1020060000.0,2072.55,2072.52,4.81,0.45,0.49,35968700,59444600.0,2026-05-22,16:15:00
000002,万  科Ａ,3.46,3.47,3.48,3.5,3.43,866518.0,300540000.0,412.8,336.21,-0.47,0.37,0.89,41524700,45127200.0,2026-05-22,16:14:03
000004,*ST国华,2.76,2.76,0.0,0.0,0.0,0.0,0.0,3.65,3.49,30.99,4.21,0.0,0,0.0,2026-05-22,16:15:00
000006,深振业Ａ,10.88,10.46,10.62,11.08,10.45,481894.0,519740000.0,146.88,146.88,-1670.22,2.74,3.57,25295700,22893600.0,2026-05-22,16:14:06
000007,全新好,12.46,11.62,11.62,12.78,11.62,309780.0,389560000.0,43.17,43.17,-2141.41,24.1,8.94,9215800,21762200.0,2026-05-22,16:14:09
000008,神州高铁,2.62,2.61,2.61,2.62,2.59,288969.0,75250000.0,71.17,71.17,-8.65,3.3,1.06,13217800,15679100.0,2026-05-22,16:15:00
000009,中国宝安,7.76,7.75,7.78,7.82,7.69,170258.0,131780000.0,200.15,199.9,385.45,2.0,0.66,7828800,9197000.0,2026-05-22,16:14:03
000010,*ST美丽,2.23,2.35,2.24,2.32,2.23,399043.0,89480000.0,25.64,19.36,-1509.94,8.71,4.6,25338800,14565500.0,2026-05-22,16:14:06
000011,深物业A,7.56,7.46,7.47,7.62,7.37,39205.0,29360000.0,45.06,39.8,2740.38,1.34,0.74,2141700,1778800.0,2026-05-22,16:15:00
000012,南  玻Ａ,4.4,4.0,4.0,4.4,3.86,1257726.0,518240000.0,133.87,86.21,1200.04,1.03,6.42,56638700,69133900.0,2026-05-22,16:14:03
000014,沙河股份,11.37,11.19,11.21,11.46,11.04,53009.0,59730000.0,27.52,27.52,-18.07,1.99,2.19,2919100,2381800.0,2026-05-22,16:14:06
000016,*ST康佳A,3.3,3.26,3.26,3.33,3.21,276327.0,90370000.0,79.46,52.69,-0.62,-0.71,1.73,13294200,14338500.0,2026-05-22,16:14:09
000017,深中华A,5.71,5.6,5.61,5.72,5.56,63963.0,36140000.0,39.35,25.17,95.19,10.08,1.45,3694300,2702000.0,2026-05-22,16:14:03
000019,深粮控股,6.73,6.75,6.81,6.84,6.65,102753.0,69170000.0,77.57,28.01,35.77,1.53,2.47,5474500,4800800.0,2026-05-22,16:14:06
000020,深华发Ａ,13.21,12.8,13.0,13.37,12.67,76840.0,100540000.0,37.41,23.93,107.73,8.42,4.24,4081800,3602200.0,2026-05-22,16:14:12
000021,深科技,37.73,36.37,37.22,37.98,35.9,1912396.0,7072330000.0,593.97,593.89,49.54,4.45,12.15,95384000,95855600.0,2026-05-22,16:14:09
000025,特  力Ａ,14.88,14.62,14.75,14.96,14.64,30299.0,44920000.0,64.14,58.45,45.2,3.45,0.77,1786700,1243200.0,2026-05-22,16:14:12
000026,飞亚达,25.55,23.23,23.5,25.55,23.5,239173.0,588020000.0,103.67,93.15,96.81,3.05,6.56,11041600,12875700.0,2026-05-22,16:14:15
000027,深圳能源,7.31,7.25,7.27,7.37,7.18,396813.0,289700000.0,347.77,347.77,17.38,1.04,0.83,20278500,19402800.0,2026-05-22,16:15:00
000028,国药一致,23.8,23.9,23.9,23.94,23.7,17504.0,41700000.0,132.46,113.78,12.09,0.7,0.37,804000,946300.0,2026-05-22,16:14:15
000029,深深房Ａ,25.5,24.67,24.81,26.75,23.26,219019.0,548280000.0,257.97,227.37,1092.74,7.14,2.46,10541200,11360700.0,2026-05-22,16:14:18
000030,富奥股份,4.71,4.69,4.71,4.75,4.64,105437.0,49450000.0,81.0,78.7,12.2,0.95,0.63,5182400,5361400.0,2026-05-22,16:14:03
000031,大悦城,2.64,2.64,2.63,2.69,2.6,347562.0,91720000.0,113.16,113.16,-4.89,1.11,0.81,14907200,19849000.0,2026-05-22,16:14:21
000032,深桑达Ａ,19.19,19.13,19.25,19.46,18.5,355022.0,674970000.0,233.19,209.05,-132.93,3.16,3.26,17151100,18351100.0,2026-05-22,16:14:09
000034,神州数码,29.07,28.01,28.3,29.25,27.87,495699.0,1424710000.0,295.57,246.85,54.57,2.65,5.84,26664500,22905300.0,2026-05-22,16:14:12
000035,中国天楹,5.99,6.03,6.05,6.08,5.97,323146.0,194650000.0,143.04,138.55,49.42,1.33,1.4,15095600,17219000.0,2026-05-22,16:14:24
000036,华联控股,5.44,5.4,5.39,5.47,5.35,259032.0,140210000.0,76.37,76.32,84.43,1.48,1.85,11559600,14343600.0,2026-05-22,16:14:06
000037,深南电A,9.89,9.61,9.7,9.9,9.49,158132.0,154190000.0,59.61,33.52,32.16,3.53,4.67,8564700,7248500.0,2026-05-22,16:14:12
000039,中集集团,10.33,10.19,10.32,10.38,9.76,806777.0,821370000.0,557.05,237.74,-488.56,1.19,3.51,46822800,33854900.0,2026-05-22,16:14:09
000040,*ST旭蓝,0.49,0.49,0.0,0.0,0.0,0.0,0.0,7.29,5.17,-2.06,0.07,0.0,0,0.0,2026-05-22,09:00:00
000042,中洲控股,10.03,10.02,10.02,10.09,9.9,45952.0,45920000.0,66.68,66.61,-6.02,2.94,0.69,2097000,2498300.0,2026-05-22,16:14:15
000045,深纺织Ａ,12.2,11.81,11.98,12.3,11.73,102137.0,123150000.0,61.8,55.76,88.58,2.06,2.23,6078900,4134800.0,2026-05-22,16:14:15
000048,京基智农,13.61,13.68,13.77,13.87,13.51,64266.0,87870000.0,72.17,72.11,-37.92,1.92,1.21,3022600,3403900.0,2026-05-22,16:14:18
000049,德赛电池,27.42,26.42,26.42,27.8,26.19,115938.0,314830000.0,105.47,105.44,32.6,1.55,3.02,6363600,5230200.0,2026-05-22,16:14:27
000050,深天马Ａ,7.95,7.6,7.68,7.98,7.37,939952.0,716940000.0,193.64,193.64,-283.82,0.72,3.86,49293700,44701500.0,2026-05-22,16:14:12
000055,方大集团,3.59,3.51,3.57,3.64,3.48,121439.0,43330000.0,38.55,24.26,-7.41,0.69,1.8,6829600,5314300.0,2026-05-22,16:14:21
000056,*ST皇庭,1.26,1.32,1.28,1.31,1.25,587894.0,74350000.0,14.9,11.39,-0.56,-0.62,6.51,26479000,32310400.0,2026-05-22,16:14:18
000058,深 赛 格,7.58,7.53,7.59,7.66,7.46,60699.0,45890000.0,93.33,74.64,133.49,4.58,0.62,3223200,2846700.0,2026-05-22,16:14:30
000059,华锦股份,4.71,4.75,4.74,4.76,4.62,196439.0,92150000.0,75.33,75.33,-5.47,0.77,1.23,9966900,9677100.0,2026-05-22,16:14:33
000060,中金岭南,7.57,6.88,6.99,7.57,6.87,1784372.0,1298780000.0,336.2,336.19,32.57,1.68,4.02,64463400,113973800.0,2026-05-22,16:14:24
000061,农 产 品,6.53,6.48,6.53,6.63,6.42,124504.0,81270000.0,129.62,117.17,29.95,1.5,0.69,6870000,5580500.0,2026-05-22,16:14:21
000062,深圳华强,34.63,33.23,33.05,34.71,33.01,585361.0,1991430000.0,362.2,361.85,64.88,5.36,5.6,32802700,25733400.0,2026-05-22,16:14:27
000063,中兴通讯,35.64,34.83,35.11,35.7,34.66,1196843.0,4217790000.0,1704.85,1435.44,38.1,2.22,2.97,64216000,55468300.0,2026-05-22,16:14:18
000065,北方国际,12.19,12.2,12.31,12.39,12.01,178604.0,217570000.0,141.58,118.85,21.55,1.26,1.83,7286000,10574400.0,2026-05-22,16:14:15
000066,中国长城,20.93,20.3,20.98,21.25,20.27,2827053.0,5860300000.0,675.16,675.11,3346.71,6.18,8.76,143763900,138941400.0,2026-05-22,16:14:36
000068,华控赛格,3.1,3.13,3.16,3.17,3.05,138361.0,42690000.0,31.21,31.21,-29.63,5.33,1.37,6171700,7664300.0,2026-05-22,16:14:21
000069,华侨城Ａ,1.95,1.96,1.96,1.97,1.93,395306.0,76900000.0,156.74,134.52,-1.08,0.46,0.57,14981000,24549600.0,2026-05-22,16:14:39
000070,特发信息,18.48,17.99,17.99,18.5,17.55,707555.0,1283460000.0,160.48,158.32,-32.75,19.89,8.26,35295400,35460100.0,2026-05-22,16:14:30
000078,ST海王,1.63,1.72,1.63,1.65,1.63,464785.0,75800000.0,42.89,42.79,-7.49,3.45,1.77,33223200,13255300.0,2026-05-22,16:14:24
000088,盐 田 港,4.48,4.49,4.5,4.51,4.47,260192.0,116680000.0,232.94,141.7,15.79,1.27,0.82,12774500,13244700.0,2026-05-22,16:14:18
000089,深圳机场,6.7,6.73,6.77,6.79,6.68,75391.0,50650000.0,137.4,137.4,22.14,1.16,0.37,3017000,4522100.0,2026-05-22,16:14:24
000090,天健集团,3.31,3.27,3.28,3.33,3.26,112443.0,37020000.0,61.85,61.85,38.71,0.55,0.6,6028200,5216100.0,2026-05-22,16:14:27
000096,广聚能源,8.63,8.64,8.68,8.71,8.54,49301.0,42400000.0,45.57,44.09,40.5,1.65,0.97,2402500,2527600.0,2026-05-22,16:14:42
000099,中信海直,16.57,16.85,16.86,17.07,16.48,103807.0,172460000.0,128.55,128.55,41.39,2.33,1.34,4244800,6135900.0,2026-05-22,16:14:45
000100,TCL科技,4.38,4.37,4.25,4.45,4.13,19596776.0,8329800000.0,911.08,837.98,18.0,1.45,10.24,991841500,967836100.0,2026-05-22,16:14:33
000151,中成股份,11.57,11.42,11.48,11.75,11.32,79483.0,91720000.0,40.6,35.63,10.25,4.64,2.58,4880100,3068200.0,2026-05-22,16:14:27
000153,丰原药业,6.0,5.94,5.96,6.06,5.88,58380.0,34870000.0,27.88,27.53,28.33,1.28,1.27,3139800,2698200.0,2026-05-22,16:14:48
000155,川能动力,14.3,14.38,14.42,14.55,14.11,478880.0,683510000.0,264.0,264.0,49.58,2.46,2.59,24427200,23460800.0,2026-05-22,16:14:36
