股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,11.1,11.11,11.2,11.22,11.07,929043.0,1031950000.0,2154.06,2154.03,4.96,0.46,0.48,42958500,49945900.0,2026-08-17,16:14:03
000002,万  科Ａ,3.12,3.13,3.11,3.13,3.08,873839.0,271530000.0,372.24,303.17,-0.42,0.34,0.9,42264500,45119400.0,2026-08-17,16:14:06
000004,国华退,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.68,0.64,5.73,0.78,0.0,0,0.0,2026-08-17,09:00:00
000006,深振业Ａ,7.33,7.52,7.5,7.51,7.2,226482.0,165270000.0,98.95,98.95,-1125.25,1.84,1.68,10417500,12230800.0,2026-08-17,16:14:03
000007,全新好,10.63,10.73,10.83,10.91,10.48,69634.0,73770000.0,36.83,36.83,-1826.9,20.56,2.01,3546400,3417000.0,2026-08-17,16:14:06
000008,神州高铁,2.4,2.39,2.39,2.41,2.36,213765.0,51170000.0,65.19,65.19,-7.92,3.02,0.79,11402200,9974300.0,2026-08-17,16:14:03
000009,中国宝安,7.79,7.9,7.92,7.96,7.76,278205.0,216960000.0,200.92,200.67,386.94,2.0,1.08,12316000,15504600.0,2026-08-17,16:14:09
000010,*ST美丽,1.55,1.53,1.52,1.56,1.49,150384.0,22920000.0,17.82,14.22,-1049.51,6.05,1.64,8412900,6625500.0,2026-08-17,16:14:06
000011,深物业A,8.22,8.29,8.28,8.33,8.11,68096.0,55890000.0,48.99,43.28,2979.62,1.46,1.29,3565700,3243900.0,2026-08-17,16:14:09
000012,南  玻Ａ,3.82,3.78,3.78,3.83,3.75,176277.0,67050000.0,116.22,74.85,1041.85,0.9,0.9,10053500,7574200.0,2026-08-17,16:14:03
000014,沙河股份,10.17,10.1,10.1,10.19,9.95,34879.0,35220000.0,24.62,24.62,-16.16,1.78,1.44,1737400,1750500.0,2026-08-17,16:14:06
000016,*ST康佳A,2.4,2.41,2.41,2.41,2.36,130603.0,31220000.0,57.79,38.32,-0.45,-0.51,0.82,7258900,5801400.0,2026-08-17,16:14:09
000017,深中华A,6.02,6.0,6.03,6.05,5.95,42293.0,25400000.0,41.49,26.54,100.36,10.63,0.96,2367700,1861600.0,2026-08-17,16:14:12
000019,深粮控股,6.33,5.98,6.02,6.46,6.02,238220.0,149980000.0,72.96,26.35,33.65,1.48,5.72,14970000,8851900.0,2026-08-17,16:14:03
