股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,10.99,10.93,10.9,10.99,10.81,954596.0,1042310000.0,2132.71,2132.68,4.95,0.46,0.49,51576800,43882800.0,2026-06-01,16:14:57
000002,万  科Ａ,3.47,3.55,3.45,3.5,3.41,3284125.0,1136000000.0,414.0,337.18,-0.47,0.37,3.38,155724100,172688400.0,2026-06-01,16:14:57
000004,*ST国华,2.76,2.76,0.0,0.0,0.0,0.0,0.0,3.65,3.49,30.99,4.21,0.0,0,0.0,2026-06-01,16:15:00
000006,深振业Ａ,8.88,9.1,9.04,9.13,8.87,278447.0,249720000.0,119.88,119.88,-1363.19,2.23,2.06,13354700,14490000.0,2026-06-01,16:14:57
000007,全新好,11.61,11.33,11.18,11.87,11.14,99468.0,115500000.0,40.22,40.22,-1995.33,22.46,2.87,5555100,4391700.0,2026-06-01,16:14:57
000008,神州高铁,2.61,2.57,2.56,2.61,2.54,334414.0,86460000.0,70.9,70.9,-8.61,3.28,1.23,19726400,13715000.0,2026-06-01,16:14:03
000009,中国宝安,7.47,7.4,7.34,7.54,7.34,157355.0,117570000.0,192.67,192.43,371.04,1.92,0.61,8519000,7216500.0,2026-06-01,16:14:06
000010,*ST美丽,2.21,2.1,2.21,2.21,2.21,50943.0,11260000.0,25.41,19.19,-1496.4,8.63,0.59,0,5094300.0,2026-06-01,16:15:00
000011,深物业A,7.57,7.35,7.36,7.62,7.23,47664.0,35720000.0,45.12,39.85,2744.01,1.34,0.91,2994900,1771500.0,2026-06-01,16:14:09
000012,南  玻Ａ,4.16,4.05,4.06,4.3,4.02,685882.0,287830000.0,126.57,81.51,1134.58,0.97,3.5,36184100,32404100.0,2026-06-01,16:14:03
000014,沙河股份,11.19,10.67,10.6,11.34,10.55,104010.0,115670000.0,27.08,27.08,-17.78,1.96,4.3,6061400,4339600.0,2026-06-01,16:15:00
000016,*ST康佳A,3.37,3.46,3.42,3.45,3.29,357253.0,120010000.0,81.15,53.81,-0.63,-0.72,2.24,13831500,21893800.0,2026-06-01,16:15:00
000017,深中华A,5.57,5.41,5.38,5.61,5.33,84192.0,46640000.0,38.39,24.55,92.86,9.83,1.91,4972600,3446600.0,2026-06-01,16:14:03
000019,深粮控股,6.67,6.45,6.47,6.67,6.4,122972.0,80940000.0,76.87,27.76,35.45,1.52,2.95,7998700,4298500.0,2026-06-01,16:14:57
000020,深华发Ａ,12.75,12.46,12.46,12.97,12.3,44735.0,57190000.0,36.1,23.1,103.98,8.13,2.47,2431500,2042000.0,2026-06-01,16:14:03
000021,深科技,36.43,39.79,39.01,39.7,36.28,1815753.0,6862490000.0,573.51,573.42,47.84,4.29,11.54,85662900,95912400.0,2026-06-01,16:15:00
000025,特  力Ａ,15.6,15.66,15.34,15.85,15.2,126714.0,196070000.0,67.25,61.27,47.38,3.62,3.23,5823700,6847700.0,2026-06-01,16:14:06
000026,飞亚达,22.8,23.95,23.9,24.11,22.71,177994.0,413310000.0,92.51,83.12,86.39,2.72,4.88,8214900,9584400.0,2026-06-01,16:14:06
000027,深圳能源,8.02,8.08,8.17,8.24,7.64,1239522.0,982550000.0,381.54,381.54,19.07,1.14,2.61,60574700,63377500.0,2026-06-01,16:14:06
000028,国药一致,23.62,23.62,23.51,23.64,23.32,24096.0,56620000.0,131.46,112.92,12.0,0.7,0.5,1328200,1081500.0,2026-06-01,16:14:03
000029,深深房Ａ,23.93,24.75,24.4,25.58,23.79,101912.0,250060000.0,242.09,213.37,1025.46,6.7,1.14,4946200,5245000.0,2026-06-01,16:14:09
000030,富奥股份,4.68,4.58,4.6,4.7,4.56,111436.0,51780000.0,80.49,78.2,12.12,0.94,0.67,6780000,4363600.0,2026-06-01,16:14:12
000031,大悦城,2.87,2.61,2.59,2.87,2.55,539678.0,150110000.0,123.02,123.02,-5.32,1.2,1.26,29136200,24831600.0,2026-06-01,16:14:09
000032,深桑达Ａ,16.49,16.47,16.47,16.9,16.34,195611.0,325160000.0,200.38,179.64,-114.23,2.71,1.8,10115700,9445400.0,2026-06-01,16:14:12
000034,神州数码,26.59,25.84,26.39,27.75,26.38,689659.0,1868270000.0,270.35,225.79,49.91,2.42,8.12,37661700,31304200.0,2026-06-01,16:14:12
000035,中国天楹,5.9,5.89,5.89,5.96,5.81,315228.0,185680000.0,140.89,136.47,48.67,1.31,1.36,16318000,15204800.0,2026-06-01,16:14:15
000036,华联控股,5.19,5.19,5.13,5.26,5.08,281355.0,146280000.0,72.86,72.81,80.55,1.42,2.01,13105600,15029800.0,2026-06-01,16:14:18
000037,深南电A,12.65,11.5,12.25,12.65,11.31,1032596.0,1268050000.0,76.25,42.87,41.13,4.51,30.47,54649600,48610000.0,2026-06-01,16:14:06
000039,中集集团,10.81,11.02,11.02,11.19,10.74,396557.0,431540000.0,582.93,248.78,-511.26,1.25,1.72,22110300,17545400.0,2026-06-01,16:14:21
000040,*ST旭蓝,0.49,0.49,0.0,0.0,0.0,0.0,0.0,7.29,5.17,-2.06,0.07,0.0,0,0.0,2026-06-01,09:00:00
000042,中洲控股,9.94,9.8,9.75,10.0,9.69,59032.0,58170000.0,66.08,66.01,-5.97,2.92,0.89,3331100,2572100.0,2026-06-01,16:14:15
000045,深纺织Ａ,11.38,11.28,11.1,11.52,11.05,70786.0,80340000.0,57.64,52.01,82.63,1.92,1.55,4235300,2843300.0,2026-06-01,16:14:09
000048,京基智农,13.79,12.54,12.8,13.79,12.7,82743.0,110870000.0,73.11,72.99,-38.42,1.95,1.56,3253300,5021000.0,2026-06-01,16:14:24
000049,德赛电池,25.52,25.32,25.33,25.95,25.33,70977.0,182320000.0,98.16,98.13,30.34,1.46,1.85,3910400,3187400.0,2026-06-01,16:14:27
000050,深天马Ａ,7.8,7.62,7.6,8.05,7.58,468363.0,367890000.0,189.99,189.99,-278.46,0.71,1.92,24746100,22090200.0,2026-06-01,16:14:15
000055,方大集团,3.81,3.46,3.45,3.81,3.42,282070.0,105950000.0,40.91,25.75,-7.86,0.73,4.17,8345100,19861900.0,2026-06-01,16:14:18
000056,*ST皇庭,1.56,1.6,1.52,1.63,1.52,666457.0,103710000.0,18.45,14.1,-0.69,-0.77,7.37,40242300,26403300.0,2026-06-01,16:14:12
000058,深 赛 格,7.32,7.24,7.18,7.4,7.16,73921.0,54110000.0,90.12,72.08,128.91,4.49,0.75,4125000,3267200.0,2026-06-01,16:14:09
000059,华锦股份,4.56,4.43,4.4,4.58,4.39,278680.0,125450000.0,72.93,72.93,-5.3,0.75,1.74,15685300,12182700.0,2026-06-01,16:14:30
000060,中金岭南,7.68,7.71,7.71,8.01,7.66,2316878.0,1809620000.0,341.08,341.08,33.04,1.71,5.22,106230100,125457600.0,2026-06-01,16:14:33
000061,农 产 品,6.6,6.46,6.4,6.67,6.28,214793.0,140420000.0,131.01,118.42,30.27,1.52,1.2,11720500,9758800.0,2026-06-01,16:14:21
000062,深圳华强,30.47,29.14,29.18,31.54,29.02,456652.0,1384360000.0,318.69,318.38,57.09,4.71,4.37,25601200,20063900.0,2026-06-01,16:14:12
000063,中兴通讯,35.1,36.72,36.65,36.83,35.06,1615572.0,5788830000.0,1679.02,1413.7,37.52,2.19,4.01,68696800,92860400.0,2026-06-01,16:14:15
000065,北方国际,12.2,12.26,12.0,12.45,11.83,191479.0,231920000.0,141.7,118.95,21.57,1.27,1.96,9996000,9151900.0,2026-06-01,16:14:18
000066,中国长城,18.48,17.8,18.52,19.39,18.34,2826607.0,5314230000.0,596.13,596.08,2954.95,5.45,8.76,141222500,141438200.0,2026-06-01,16:14:15
000068,华控赛格,3.16,3.14,3.19,3.21,3.1,227527.0,71990000.0,31.81,31.81,-30.21,5.43,2.26,10900800,11851900.0,2026-06-01,16:14:18
000069,华侨城Ａ,2.02,1.94,1.92,2.09,1.89,1090819.0,220200000.0,162.36,139.35,-1.12,0.48,1.58,60871600,48210400.0,2026-06-01,16:14:24
000070,特发信息,17.01,18.07,17.61,17.71,17.0,479583.0,827090000.0,147.71,145.73,-30.14,18.31,5.6,17621200,30337200.0,2026-06-01,16:14:21
000078,ST海王,1.76,1.68,1.75,1.76,1.7,957897.0,167660000.0,46.31,46.2,-8.09,3.73,3.65,36180200,59609500.0,2026-06-01,16:14:21
000088,盐 田 港,4.5,4.47,4.47,4.51,4.41,269679.0,120560000.0,233.98,142.33,15.86,1.27,0.85,13969600,12998300.0,2026-06-01,16:14:27
000089,深圳机场,6.86,6.8,6.78,6.87,6.64,108746.0,73720000.0,140.68,140.68,22.67,1.18,0.53,6360600,4514000.0,2026-06-01,16:14:36
000090,天健集团,3.87,3.85,3.84,4.01,3.65,1511520.0,576750000.0,72.31,72.31,45.26,0.64,8.09,70777300,80374700.0,2026-06-01,16:14:30
000096,广聚能源,8.5,8.21,8.23,8.51,8.17,78722.0,66220000.0,44.88,43.42,39.89,1.63,1.54,4939100,2933100.0,2026-06-01,16:14:24
000099,中信海直,15.68,15.6,15.57,15.82,15.53,66397.0,104200000.0,121.64,121.64,39.16,2.21,0.86,3849100,2790600.0,2026-06-01,16:14:24
000100,TCL科技,4.4,4.28,4.27,4.53,4.27,10253294.0,4534570000.0,915.24,841.81,18.09,1.46,5.36,540993500,484335900.0,2026-06-01,16:14:18
