股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,10.54,10.45,10.42,10.55,10.38,924746.0,971030000.0,2045.38,2045.35,4.75,0.45,0.48,51517400,40957200.0,2026-07-13,16:14:21
000002,万  科Ａ,3.03,3.11,3.05,3.09,3.02,1606540.0,489580000.0,361.5,294.42,-0.41,0.33,1.65,50902800,109751200.0,2026-07-13,16:14:21
000004,国华退,0.51,0.46,0.51,0.51,0.51,34886.0,1780000.0,0.68,0.64,5.73,0.78,2.76,4000,3484600.0,2026-07-13,16:14:21
000006,深振业Ａ,6.61,7.08,7.01,7.22,6.61,251331.0,172070000.0,89.23,89.23,-1014.72,1.66,1.86,10916800,14216400.0,2026-07-13,16:14:24
000007,全新好,10.01,11.1,11.07,11.22,9.99,111821.0,116000000.0,34.68,34.68,-1720.35,19.36,3.23,5673000,5509200.0,2026-07-13,16:14:24
000008,神州高铁,2.36,2.36,0.0,0.0,0.0,0.0,0.0,64.11,64.1,-7.79,2.97,0.0,0,0.0,2026-07-13,16:14:24
000009,中国宝安,6.0,6.17,6.16,6.16,5.98,224510.0,135500000.0,154.75,154.56,298.03,1.54,0.87,8780000,13671000.0,2026-07-13,16:14:27
000010,*ST美丽,1.7,1.76,1.75,1.76,1.68,145615.0,24940000.0,19.54,14.84,-1151.08,6.64,1.67,5076700,9484800.0,2026-07-13,16:14:21
000011,深物业A,6.23,6.43,6.41,6.46,6.22,40662.0,25600000.0,37.13,32.8,2258.28,1.11,0.77,1433400,2632800.0,2026-07-13,16:14:24
000012,南  玻Ａ,3.9,4.17,4.08,4.09,3.9,552757.0,219240000.0,118.66,76.41,1063.67,0.91,2.82,23367700,31908000.0,2026-07-13,16:14:27
000014,沙河股份,8.85,9.2,9.2,9.32,8.82,53386.0,47990000.0,21.42,21.42,-14.06,1.55,2.21,2119900,3218700.0,2026-07-13,16:14:27
000016,*ST康佳A,2.31,2.49,2.48,2.5,2.24,311161.0,72830000.0,55.62,36.88,-0.43,-0.49,1.95,13904200,17211900.0,2026-07-13,16:14:21
000017,深中华A,5.69,5.99,5.76,5.98,5.66,222039.0,129060000.0,39.21,25.08,94.86,10.05,5.04,10167400,12036500.0,2026-07-13,16:14:30
000019,深粮控股,5.93,5.9,5.9,5.95,5.85,45760.0,27020000.0,68.35,24.68,31.52,1.39,1.1,2267000,2309100.0,2026-07-13,16:14:30
000020,深华发Ａ,10.1,10.6,10.63,10.63,10.07,37267.0,38240000.0,28.6,18.3,82.37,6.44,2.06,1532200,2194500.0,2026-07-13,16:14:30
000021,深科技,52.12,57.91,56.88,58.6,52.12,2103138.0,11596950000.0,820.56,820.45,68.44,6.31,13.36,99126200,111187600.0,2026-07-13,16:14:33
000025,特  力Ａ,13.25,13.34,13.3,13.49,13.02,44288.0,58500000.0,57.12,52.04,40.25,3.07,1.13,1877400,2551400.0,2026-07-13,16:14:33
000026,飞亚达,17.59,19.54,19.25,19.25,17.59,115274.0,207630000.0,71.37,64.13,66.65,2.13,3.16,4934000,6593400.0,2026-07-13,16:14:33
000027,深圳能源,5.97,6.02,6.0,6.05,5.93,224994.0,134600000.0,284.02,284.02,14.19,0.87,0.47,10484000,12015400.0,2026-07-13,16:14:36
000028,国药一致,20.49,20.22,20.24,20.7,20.24,37853.0,77580000.0,125.44,107.75,11.45,0.68,0.72,2361900,1423300.0,2026-07-13,16:14:36
000029,深深房Ａ,22.23,22.62,22.78,23.6,22.23,87793.0,201020000.0,224.89,198.22,952.61,6.29,0.98,4493100,4286200.0,2026-07-13,16:14:24
000030,富奥股份,3.92,3.98,3.97,3.98,3.89,99024.0,38910000.0,67.42,65.5,10.15,0.81,0.59,4886100,5016300.0,2026-07-13,16:14:39
000031,大悦城,2.09,2.18,2.17,2.2,2.08,359530.0,76500000.0,89.58,89.58,-3.87,0.88,0.84,12706000,23247000.0,2026-07-13,16:14:27
000032,深桑达Ａ,20.37,21.68,21.26,22.06,20.15,644030.0,1357840000.0,247.53,221.9,-141.11,3.36,5.91,32093700,32309200.0,2026-07-13,16:14:39
000034,神州数码,27.6,29.62,29.02,29.88,27.0,794103.0,2261010000.0,280.62,234.36,51.81,2.51,9.35,35199400,44210900.0,2026-07-13,16:14:42
000035,中国天楹,4.39,4.58,4.58,4.58,4.35,400320.0,177200000.0,104.83,101.54,36.22,0.97,1.73,19015100,21016900.0,2026-07-13,16:14:45
000036,华联控股,4.21,4.1,4.09,4.35,4.04,450694.0,188990000.0,59.1,59.07,65.34,1.15,3.21,22835700,22233700.0,2026-07-13,16:14:27
000037,深南电A,8.02,8.4,8.4,8.4,7.99,106749.0,86690000.0,48.34,27.18,26.08,2.89,3.15,3582100,7092800.0,2026-07-13,16:14:30
000039,中集集团,7.64,8.2,8.12,8.18,7.61,501039.0,387920000.0,411.99,175.83,-361.34,0.88,2.18,20447100,29656900.0,2026-07-13,16:14:48
000040,*ST旭蓝,0.49,0.49,0.0,0.0,0.0,0.0,0.0,7.29,5.17,-2.06,0.07,0.0,0,0.0,2026-07-13,09:00:00
000042,中洲控股,7.8,7.78,7.71,7.88,7.64,55956.0,43400000.0,51.86,51.8,-4.68,2.29,0.84,2844000,2751600.0,2026-07-13,16:14:42
000045,深纺织Ａ,9.09,9.62,9.64,9.64,9.05,51393.0,47550000.0,46.04,41.54,66.0,1.55,1.12,2139200,3000100.0,2026-07-13,16:14:30
000048,京基智农,22.96,24.1,24.9,26.38,22.56,457592.0,1119800000.0,121.73,121.53,-63.97,3.24,8.65,22938700,22820600.0,2026-07-13,16:14:51
000049,德赛电池,23.28,23.88,23.66,24.05,23.26,59040.0,139410000.0,89.54,89.52,27.68,1.33,1.54,2743400,3160500.0,2026-07-13,16:14:54
000050,深天马Ａ,7.16,7.75,7.66,7.72,7.08,650694.0,476980000.0,174.4,174.4,-255.61,0.65,2.67,27400200,37669200.0,2026-07-13,16:14:33
000055,方大集团,3.14,3.26,3.24,3.26,3.13,122517.0,38910000.0,33.72,21.22,-6.48,0.6,1.81,4959700,7292000.0,2026-07-13,16:14:33
000056,*ST皇庭,2.1,2.1,2.16,2.2,2.07,259577.0,55240000.0,24.83,18.98,-0.93,-1.03,2.87,11243600,14714100.0,2026-07-13,16:14:57
000058,深 赛 格,5.98,6.12,6.12,6.17,5.95,63982.0,38470000.0,73.63,58.89,105.31,3.67,0.65,3148000,3250200.0,2026-07-13,16:14:36
000059,华锦股份,4.27,4.06,4.39,4.39,4.16,723879.0,311080000.0,68.3,68.29,-4.96,0.7,4.53,36240800,36147200.0,2026-07-13,16:14:45
000060,中金岭南,6.11,6.49,6.41,6.41,6.1,1255225.0,779090000.0,271.36,271.35,26.29,1.38,2.83,49332700,76189900.0,2026-07-13,16:14:39
000061,农 产 品,5.59,5.65,5.68,5.69,5.55,172871.0,96910000.0,110.96,100.3,25.63,1.3,0.96,8341400,8945700.0,2026-07-13,16:15:00
000062,深圳华强,28.36,31.51,30.58,30.78,28.36,515067.0,1520280000.0,296.62,296.33,53.13,4.39,4.93,19532300,31974500.0,2026-07-13,16:14:03
000063,中兴通讯,40.04,40.53,41.0,42.5,39.58,3323144.0,13691870000.0,1915.33,1612.66,42.8,2.5,8.25,160366700,171947800.0,2026-07-13,16:14:06
000065,北方国际,8.59,8.92,8.88,8.89,8.57,149502.0,129470000.0,99.77,83.75,15.19,0.9,1.53,6943000,8007300.0,2026-07-13,16:14:42
