股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,10.66,10.76,10.76,10.79,10.63,900711.0,963700000.0,2068.67,2068.64,4.8,0.45,0.46,32343600,57727500.0,2026-05-28,16:15:00
000002,万  科Ａ,3.31,3.33,3.31,3.38,3.27,1208694.0,402180000.0,394.91,321.63,-0.45,0.36,1.24,53203600,67665800.0,2026-05-28,16:15:00
000004,*ST国华,2.76,2.76,0.0,0.0,0.0,0.0,0.0,3.65,3.49,30.99,4.21,0.0,0,0.0,2026-05-28,16:14:03
000006,深振业Ａ,9.57,9.85,9.77,9.83,9.35,361895.0,346190000.0,129.19,129.19,-1469.12,2.41,2.68,16513300,19676200.0,2026-05-28,16:14:03
000007,全新好,11.89,11.98,12.06,12.08,11.63,66881.0,79370000.0,41.19,41.19,-2043.45,23.0,1.93,3262100,3426000.0,2026-05-28,16:14:06
000008,神州高铁,2.56,2.58,2.57,2.59,2.54,267990.0,68630000.0,69.54,69.54,-8.45,3.22,0.99,9515200,17283800.0,2026-05-28,16:15:00
000009,中国宝安,7.45,7.42,7.4,7.48,7.3,201917.0,149320000.0,192.15,191.91,370.05,1.92,0.78,10025700,10166000.0,2026-05-28,16:15:00
000010,*ST美丽,2.0,1.91,1.84,2.01,1.84,691836.0,134030000.0,22.99,17.36,-1354.21,7.81,7.97,48813500,20370100.0,2026-05-28,16:14:06
000011,深物业A,7.29,7.22,7.22,7.36,7.18,38039.0,27710000.0,43.45,38.38,2642.51,1.29,0.72,2018500,1785400.0,2026-05-28,16:14:09
000012,南  玻Ａ,4.38,4.45,4.37,4.55,4.31,844683.0,371540000.0,133.26,85.82,1194.59,1.02,4.31,37845700,46622500.0,2026-05-28,16:14:09
000014,沙河股份,10.76,10.7,10.65,10.83,10.49,66379.0,71020000.0,26.04,26.04,-17.1,1.89,2.74,3777100,2860900.0,2026-05-28,16:14:03
000016,*ST康佳A,3.46,3.51,3.46,3.53,3.45,297586.0,103750000.0,83.31,55.24,-0.65,-0.74,1.86,11730900,18027700.0,2026-05-28,16:14:03
000017,深中华A,5.5,5.4,5.37,5.54,5.35,71084.0,38830000.0,37.91,24.25,91.69,9.71,1.61,3608700,3499700.0,2026-05-28,16:14:06
000019,深粮控股,6.42,6.47,6.47,6.51,6.29,90116.0,57650000.0,73.99,26.72,34.12,1.46,2.17,3980900,5030700.0,2026-05-28,16:15:00
000020,深华发Ａ,12.68,12.48,12.48,12.75,12.29,47328.0,59540000.0,35.9,22.97,103.41,8.08,2.61,2505600,2227200.0,2026-05-28,16:14:06
000021,深科技,42.65,43.98,42.11,43.88,41.5,2215395.0,9412130000.0,671.43,671.33,56.0,5.03,14.07,102868600,118670900.0,2026-05-28,16:14:12
000025,特  力Ａ,14.24,14.23,14.24,14.34,13.9,35958.0,50930000.0,61.38,55.93,43.25,3.3,0.92,1804300,1791500.0,2026-05-28,16:14:03
000026,飞亚达,23.06,22.59,22.19,23.23,21.67,267383.0,597230000.0,93.57,84.07,87.38,2.75,7.33,13033700,13704600.0,2026-05-28,16:14:06
000027,深圳能源,8.05,7.69,7.75,8.1,7.62,1263449.0,996330000.0,382.97,382.97,19.14,1.14,2.66,70096900,56248000.0,2026-05-28,16:14:09
000028,国药一致,22.99,23.38,23.38,23.38,22.98,25940.0,59970000.0,127.95,109.9,11.68,0.68,0.54,820300,1773700.0,2026-05-28,16:14:15
