股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,11.7,11.78,11.76,11.79,11.69,582306.0,682950000.0,2270.49,2270.47,5.22,0.48,0.3,25389800,32840800.0,2026-09-09,16:14:12
000002,万  科Ａ,3.19,3.27,3.26,3.27,3.19,1128498.0,362670000.0,380.59,309.91,-0.42,0.37,1.16,43001300,69848500.0,2026-09-09,16:14:12
000004,国华退,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.68,0.64,2.48,0.78,0.0,0,0.0,2026-09-09,09:00:00
000006,深振业Ａ,7.19,7.36,7.31,7.32,7.16,161200.0,116220000.0,97.06,97.06,-144.85,1.84,1.19,5800700,10319300.0,2026-09-09,16:14:12
000007,全新好,11.77,11.68,11.56,11.86,11.56,77546.0,90750000.0,40.78,40.78,-962.82,22.85,2.24,4346800,3407800.0,2026-09-09,16:14:12
000008,神州高铁,2.5,2.54,2.54,2.54,2.49,257880.0,64700000.0,67.91,67.91,-8.56,3.18,0.95,9167600,16620400.0,2026-09-09,16:14:15
000009,中国宝安,7.11,7.13,7.15,7.17,7.06,98607.0,70120000.0,183.38,183.16,-260.2,1.88,0.38,5249500,4611200.0,2026-09-09,16:14:18
000010,*ST美丽,1.69,1.78,1.8,1.81,1.68,307043.0,52860000.0,19.43,15.51,-662.67,7.76,3.35,10963300,19741000.0,2026-09-09,16:14:15
000011,深物业A,9.18,9.49,9.44,9.6,9.11,314539.0,290750000.0,54.71,48.33,-112.3,1.65,5.97,13916200,17537700.0,2026-09-09,16:14:15
000012,南  玻Ａ,3.77,3.8,3.81,3.82,3.76,130041.0,49110000.0,114.7,73.87,-31.0,0.91,0.66,4759800,8244300.0,2026-09-09,16:14:21
000014,沙河股份,10.86,11.05,10.87,11.1,10.86,78600.0,85970000.0,26.29,26.29,-16.29,1.91,3.25,2801400,5058600.0,2026-09-09,16:14:18
000016,*ST康佳A,2.46,2.46,0.0,0.0,0.0,0.0,0.0,59.24,39.28,-0.48,-0.53,0.0,0,0.0,2026-09-09,16:14:12
000017,深中华A,9.26,9.4,9.18,9.54,9.02,784556.0,725510000.0,63.82,40.82,192.56,16.19,17.8,35682600,42773000.0,2026-09-09,16:14:12
000019,深粮控股,8.46,7.69,7.5,8.46,7.48,707829.0,581280000.0,97.5,35.21,54.45,1.96,17.01,24705900,46077000.0,2026-09-09,16:14:24
000020,深华发Ａ,14.9,13.7,14.37,15.07,14.32,118817.0,176810000.0,42.19,26.99,142.99,9.43,6.56,4061700,7820000.0,2026-09-09,16:14:18
000021,深科技,34.99,34.99,35.28,35.63,34.76,443941.0,1561830000.0,554.52,554.45,45.18,4.16,2.8,20857100,23537000.0,2026-09-09,16:14:21
000025,特  力Ａ,15.63,15.59,15.63,15.78,15.39,64916.0,101310000.0,67.37,61.39,46.94,3.61,1.65,3222900,3268800.0,2026-09-09,16:14:27
000026,飞亚达,19.38,19.77,19.9,19.98,19.32,77643.0,152160000.0,78.64,70.63,74.62,2.33,2.13,3185700,4578600.0,2026-09-09,16:14:30
000027,深圳能源,6.41,6.36,6.36,6.42,6.33,223365.0,142660000.0,304.95,304.95,13.25,0.91,0.47,12984100,9352500.0,2026-09-09,16:14:33
000028,国药一致,20.3,20.36,20.33,20.42,20.24,18953.0,38510000.0,124.28,106.75,11.55,0.66,0.36,758800,1136600.0,2026-09-09,16:14:21
000029,深深房Ａ,22.8,23.0,22.92,23.05,22.55,50564.0,115030000.0,230.66,203.3,-1983.01,6.45,0.57,2655300,2401100.0,2026-09-09,16:14:24
000030,富奥股份,4.07,4.08,4.09,4.1,4.05,90424.0,36830000.0,70.0,68.0,11.93,0.84,0.54,3522400,5520000.0,2026-09-09,16:14:36
000031,大悦城,2.28,2.37,2.36,2.37,2.26,527967.0,121230000.0,97.73,97.73,-3.07,0.99,1.23,20281000,32515700.0,2026-09-09,16:14:15
000032,深桑达Ａ,14.01,14.12,14.12,14.36,13.92,213016.0,301110000.0,170.25,170.25,-71.54,2.35,1.75,9860600,11441000.0,2026-09-09,16:14:18
000034,神州数码,23.17,23.45,23.49,23.55,23.08,135098.0,314250000.0,235.58,196.75,39.75,2.06,1.59,5313800,8196000.0,2026-09-09,16:14:27
000035,中国天楹,5.05,5.03,5.04,5.07,4.99,311246.0,156630000.0,120.6,116.81,42.12,1.11,1.35,14904000,16220600.0,2026-09-09,16:14:21
000036,华联控股,3.97,3.97,3.97,3.98,3.92,169781.0,67120000.0,55.73,55.7,58.17,1.08,1.21,7613500,9364600.0,2026-09-09,16:14:30
000037,深南电A,9.47,9.42,9.36,9.49,9.29,100067.0,94220000.0,57.08,32.09,28.17,3.4,2.95,4777100,5229600.0,2026-09-09,16:14:15
000039,中集集团,9.6,9.39,9.34,9.66,9.32,311297.0,296960000.0,517.68,220.94,-162.88,1.13,1.35,16956300,14173400.0,2026-09-09,16:14:24
000040,*ST旭蓝,0.49,0.49,0.0,0.0,0.0,0.0,0.0,7.29,5.17,-2.06,0.07,0.0,0,0.0,2026-09-09,09:00:00
000042,中洲控股,8.54,8.68,8.63,8.69,8.49,38536.0,33040000.0,56.78,56.72,-55.02,1.71,0.58,1575200,2278400.0,2026-09-09,16:14:39
000045,深纺织Ａ,10.99,11.01,10.92,11.01,10.88,27978.0,30670000.0,55.67,50.23,66.3,1.85,0.61,1218900,1578900.0,2026-09-09,16:14:24
000048,京基智农,21.09,21.7,21.72,21.91,19.65,256628.0,529030000.0,111.82,111.63,-19.88,3.21,4.85,11657900,14004800.0,2026-09-09,16:14:18
000049,德赛电池,22.79,22.92,22.86,22.93,22.6,46325.0,105530000.0,87.66,87.64,21.91,1.28,1.2,2017600,2614900.0,2026-09-09,16:14:33
000050,深天马Ａ,6.51,6.6,6.6,6.62,6.48,168217.0,110090000.0,158.57,158.57,-20.69,0.6,0.69,5608200,11213500.0,2026-09-09,16:14:15
