股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,10.51,10.71,10.68,10.78,10.51,1125841.0,1193370000.0,2039.56,2039.53,4.74,0.45,0.58,42689900,69894200.0,2026-06-24,16:14:54
000002,万  科Ａ,2.97,3.09,3.09,3.11,2.96,1532115.0,460460000.0,354.34,288.59,-0.4,0.32,1.58,52849700,100361800.0,2026-06-24,16:14:54
000004,国华退,0.28,0.31,0.29,0.3,0.28,43237.0,1220000.0,0.37,0.35,3.14,0.43,3.42,3033200,1290500.0,2026-06-24,16:14:57
000006,深振业Ａ,7.52,7.86,7.82,7.82,7.43,282977.0,214020000.0,101.52,101.52,-1154.42,1.89,2.1,9591100,18706600.0,2026-06-24,16:14:54
000007,全新好,13.63,13.22,13.46,13.63,12.99,78531.0,104650000.0,47.22,47.22,-2342.49,26.37,2.27,4609900,3243200.0,2026-06-24,16:14:54
000008,神州高铁,2.41,2.45,2.44,2.44,2.33,335838.0,80060000.0,65.46,65.46,-7.95,3.03,1.24,12567700,21016100.0,2026-06-24,16:14:54
000009,中国宝安,6.64,6.77,6.79,6.79,6.56,243359.0,161390000.0,171.26,171.05,329.81,1.71,0.94,10123900,14212000.0,2026-06-24,16:15:00
000010,*ST美丽,1.91,2.0,2.0,2.02,1.9,195372.0,37490000.0,21.96,16.68,-1293.27,7.46,2.24,6510500,13026700.0,2026-06-24,16:14:03
000011,深物业A,7.01,7.36,7.32,7.38,7.0,70460.0,49940000.0,41.78,36.91,2541.02,1.25,1.34,2459000,4587000.0,2026-06-24,16:14:57
000012,南  玻Ａ,4.63,4.67,4.65,4.8,4.56,1117811.0,522250000.0,140.87,90.72,1262.77,1.08,5.71,52583900,59197200.0,2026-06-24,16:14:06
000014,沙河股份,9.61,10.16,10.16,10.17,9.53,67587.0,65630000.0,23.26,23.26,-15.27,1.68,2.79,2793600,3965100.0,2026-06-24,16:14:57
000016,*ST康佳A,2.49,2.62,2.58,2.58,2.49,272838.0,68380000.0,59.96,39.76,-0.47,-0.53,1.71,14065200,13218600.0,2026-06-24,16:15:00
000017,深中华A,5.22,5.29,5.28,5.33,5.16,81871.0,42770000.0,35.98,23.01,87.02,9.22,1.86,4237200,3949900.0,2026-06-24,16:14:09
000019,深粮控股,5.89,6.1,6.09,6.09,5.86,79607.0,47240000.0,67.88,24.51,31.31,1.38,1.91,2936800,5023900.0,2026-06-24,16:14:57
000020,深华发Ａ,11.26,11.75,11.76,11.77,10.92,48153.0,54100000.0,31.88,20.4,91.83,7.18,2.66,2181700,2633600.0,2026-06-24,16:14:03
000021,深科技,50.27,45.7,44.36,50.27,44.36,1909993.0,9165520000.0,791.44,791.32,66.01,6.08,12.13,111888600,79110700.0,2026-06-24,16:14:06
000025,特  力Ａ,15.53,15.89,15.8,16.31,15.51,122290.0,194940000.0,66.94,61.0,47.17,3.6,3.11,5468700,6760300.0,2026-06-24,16:14:12
000026,飞亚达,21.82,21.65,21.61,22.15,20.81,147457.0,318230000.0,88.54,79.55,82.68,2.64,4.04,6988800,7756900.0,2026-06-24,16:15:00
000027,深圳能源,6.75,6.86,6.86,6.88,6.7,393700.0,266100000.0,321.12,321.12,16.05,0.98,0.83,15407600,23962300.0,2026-06-24,16:14:03
