股票代码,股票名称,当前价,昨收价,开盘价,最高价,最低价,成交量,成交额,总市值,流通市值,市盈率,市净率,换手率,买盘总量,卖盘总量,交易日期,更新时间
000001,平安银行,11.89,11.88,11.86,12.0,11.85,814373.0,969950000.0,2307.36,2307.34,5.31,0.49,0.42,38393300,43044000.0,2026-09-04,16:15:00
000002,万  科Ａ,3.24,3.14,3.14,3.28,3.13,2723795.0,882180000.0,386.55,314.77,-0.42,0.38,2.8,158413600,113965900.0,2026-09-04,16:14:03
000004,国华退,0.51,0.51,0.0,0.0,0.0,0.0,0.0,0.68,0.64,2.48,0.78,0.0,0,0.0,2026-09-04,09:00:00
000006,深振业Ａ,7.01,6.98,7.0,7.2,6.98,185098.0,131690000.0,94.63,94.63,-141.22,1.8,1.37,9282300,9227500.0,2026-09-04,16:15:00
000007,全新好,12.42,12.5,12.41,12.59,12.34,63890.0,79630000.0,43.03,43.03,-1015.99,24.11,1.84,3216800,3172200.0,2026-09-04,16:15:00
000008,神州高铁,2.49,2.49,2.49,2.53,2.48,266273.0,66690000.0,67.64,67.64,-8.52,3.17,0.98,13349200,13278100.0,2026-09-04,16:14:03
000009,中国宝安,7.07,7.11,7.12,7.21,7.03,165201.0,117760000.0,182.35,182.12,-258.73,1.87,0.64,7102900,9417200.0,2026-09-04,16:15:00
000010,*ST美丽,1.72,1.65,1.65,1.75,1.63,317501.0,53740000.0,19.77,15.78,-674.43,7.9,3.46,19727300,12022800.0,2026-09-04,16:14:06
000011,深物业A,8.5,8.35,8.33,8.76,8.26,336047.0,288210000.0,50.66,44.75,-103.98,1.53,6.38,17947300,15657400.0,2026-09-04,16:14:03
000012,南  玻Ａ,3.72,3.71,3.72,3.76,3.7,189628.0,70800000.0,113.18,72.89,-30.59,0.9,0.97,9123400,9839400.0,2026-09-04,16:14:03
000014,沙河股份,10.53,10.57,10.62,10.81,10.5,50441.0,53850000.0,25.49,25.49,-15.8,1.85,2.08,2364900,2679200.0,2026-09-04,16:14:06
000016,*ST康佳A,2.46,2.46,0.0,0.0,0.0,0.0,0.0,59.24,39.28,-0.48,-0.53,0.0,0,0.0,2026-09-04,16:14:06
000017,深中华A,9.52,10.58,9.52,9.93,9.52,1062663.0,1016790000.0,65.61,41.97,197.97,16.65,24.11,64554700,41711600.0,2026-09-04,16:14:09
000019,深粮控股,7.13,6.99,6.92,7.22,6.8,341922.0,243220000.0,82.18,29.68,45.89,1.66,8.22,20582100,13610100.0,2026-09-04,16:14:09
000020,深华发Ａ,12.28,12.41,12.48,12.65,12.21,56575.0,70420000.0,34.77,22.25,117.84,7.77,3.12,2702800,2954700.0,2026-09-04,16:14:06
000021,深科技,34.52,35.3,35.71,35.93,34.01,571197.0,1999440000.0,547.07,547.0,44.57,4.11,3.6,23445800,33673900.0,2026-09-04,16:14:12
000025,特  力Ａ,15.4,15.58,15.51,16.08,15.3,123251.0,192990000.0,66.38,60.49,46.25,3.56,3.14,6374500,5950600.0,2026-09-04,16:15:00
000026,飞亚达,19.75,19.77,20.88,21.65,19.57,175758.0,361250000.0,80.14,71.98,76.05,2.37,4.82,7347800,10228000.0,2026-09-04,16:14:12
